country,s1,s2,s3,s4,s5,s6,s7,SN,A,PBC,O,SN_1,SN_2,SN_3,SN_4,SN_5,SN_6,SN_7,A_1,A_2,A_3,A_4,A_5,A_6,A_7,PBC_1,PBC_2,PBC_3,PBC_4,PBC_5,PBC_6,PBC_7,O_1,O_2,O_3,O_4,O_5,O_6,O_7,I2,I1,I4,I5,I6,I3,I7,firstDev,secondDev,startDate,endDate,Period
Canada,0.069450337,0.064542891,0.051740063,0.079449742,0.090039064,0.065739644,0.081255444,0.216973644,0.11385008,0.223797572,0.22251076,0.217784645,0.209504107,0.211245352,0.211196166,0.218636851,0.204016169,0.175731513,0.118790205,0.115238928,0.113996823,0.120070651,0.137182676,0.112614022,0.111579159,0.197737789,0.210727389,0.223976002,0.227500968,0.272523656,0.195401397,0.173774668,0.235896842,0.208194753,0.214208833,0.248329353,0.216234231,0.223034117,0.210055861,1,1,1,1,1,1,1,0.547626026,0.996339935,3/23/22,3/29/22,18
Canada,0.06521225,0.067512778,0.057044765,0.068565768,0.087601431,0.060075387,0.066769743,0.219145214,0.114378183,0.211726052,0.23209825,0.206026569,0.202818298,0.220380514,0.218146796,0.214047014,0.229282397,0.166338223,0.118197776,0.116656321,0.118595553,0.117434838,0.13164493,0.114991676,0.099450775,0.206463035,0.203949326,0.215187031,0.249435706,0.205281128,0.186747325,0.181112885,0.233709907,0.225349012,0.221003592,0.256596677,0.209968184,0.227845841,0.205857047,1,1,1,1,1,1,1,-0.18877551,14.86070448,3/30/22,4/5/22,19
Canada,0.073055046,0.068692298,0.054784889,0.071744984,0.06837112,0.077803577,0.083161002,0.223863696,0.114846972,0.217266622,0.227050504,0.215413761,0.221097133,0.223194229,0.223063491,0.230857659,0.203089405,0.211101621,0.120258183,0.119838696,0.116225568,0.117781685,0.119407825,0.119449994,0.113214358,0.191417037,0.216401403,0.222583207,0.2274932,0.18899384,0.212453545,0.184095057,0.234973977,0.235631048,0.226259888,0.235916786,0.245943276,0.216653187,0.192978804,1,0,1,1,1,1,1,-0.59362845,0.077703871,5/4/22,5/10/22,20
Canada,0.070181999,0.070330798,0.054639052,0.077809824,0.07658844,0.063863611,0.072887064,0.213123866,0.114589496,0.215709134,0.222894181,0.209735991,0.213215935,0.194905622,0.225809906,0.237262098,0.189358154,0.196940505,0.120321412,0.120313692,0.118466864,0.122640483,0.124166585,0.111748103,0.104279101,0.205679591,0.213693328,0.220701546,0.232202711,0.219669707,0.203795184,0.163055648,0.211598401,0.232960464,0.224833791,0.216332452,0.207935794,0.221779419,0.204622005,1,0,1,1,1,1,1,-0.229044834,4.626363856,5/11/22,5/17/22,21
Canada,0.069947234,0.068087128,0.05935695,0.07587319,0.077467312,0.06851552,0.082096452,0.22607717,0.114271049,0.219838154,0.223752494,0.201698545,0.225656769,0.196776761,0.21885295,0.261518764,0.203768249,0.196761991,0.122199343,0.119814153,0.113267543,0.120578339,0.127605423,0.118363483,0.1124149,0.214861504,0.217136725,0.220840792,0.20164436,0.220377899,0.186056099,0.179904447,0.217430054,0.225269363,0.223123874,0.204460849,0.207463002,0.194489664,0.213781642,1,0,1,1,1,1,1,-0.659824532,5.161425411,5/18/22,5/24/22,22
United Kingdom,0.061866838,0.059151262,0.05900193,0.055652732,0.094207324,0.075603019,0.14782498,0.252958147,0.099995756,0.22651061,0.265881318,0.318416968,0.218942366,0.237489448,0.239500223,0.329365805,0.158731204,0.307205526,0.105461825,0.109550779,0.114310457,0.100696163,0.132901593,0.113032096,0.159681917,0.221914385,0.210874771,0.200145396,0.14131241,0.216110497,0.159073108,0.200891732,0.340856934,0.260532136,0.208456547,0.232797535,0.265507437,0.215483411,0.294926337,0,0,0,0,1,0,0,0,0,1/29/20,2/4/20,1
United Kingdom,0.035634946,0.060124358,0.067283373,0.07031166,0.104558975,0.063590279,0.130195402,0.252835194,0.103658624,0.218551562,0.26750844,0.211822967,0.207475522,0.250388166,0.277395915,0.2458185,0.202632576,0.31595262,0.104658702,0.108227182,0.119810368,0.110162549,0.137118542,0.118453596,0.155137951,0.229218975,0.213815387,0.239027792,0.173995967,0.244169174,0.181499884,0.169346784,0.243332389,0.267538215,0.218428681,0.260526245,0.245808066,0.383291847,0.330412946,0,0,0,0,1,0,0,0,0,2/5/20,2/11/20,2
United Kingdom,0.071910134,0.057960529,0.090558133,0.075495129,0.085654905,0.083565092,0.146645341,0.255497651,0.11070938,0.227735778,0.263173213,0.243033113,0.218559504,0.275695382,0.298643754,0.221610091,0.168273892,0.246771135,0.119451603,0.11797167,0.136794758,0.122022857,0.131878411,0.127017661,0.166346929,0.231816947,0.202429483,0.245444006,0.2290388,0.195107173,0.208843887,0.185732762,0.226852259,0.257289368,0.236218511,0.306031636,0.235611467,0.188796279,0.285940241,0,0,0,0,1,0,0,3.607142857,0.74,3/4/20,3/10/20,3
United Kingdom,0.084404725,0.074252645,0.064082802,0.084475762,0.092764999,0.085251913,0.11657641,0.246549421,0.110115354,0.231581578,0.260755471,0.233742041,0.232708139,0.222266072,0.294291569,0.228525134,0.226641476,0.220252994,0.128693035,0.124296958,0.108647672,0.123638545,0.136129841,0.126498176,0.141590117,0.230582442,0.21351008,0.224613057,0.219924464,0.20827897,0.208710815,0.206138386,0.251257794,0.265164458,0.227776925,0.299622513,0.241421982,0.228154305,0.258842422,1,1,0,0,1,0,0,0.868613139,-0.34,3/11/20,3/17/20,4
United Kingdom,0.104119502,0.077874538,0.091315447,0.084342837,0.116616335,0.097540806,0.140547136,0.255558764,0.117906248,0.232157558,0.277728242,0.246160876,0.237637818,0.232122381,0.284356077,0.241232462,0.232722179,0.252438762,0.140737659,0.126216044,0.130558844,0.127156848,0.150157976,0.13352598,0.16174307,0.230534381,0.217811701,0.219440399,0.220301102,0.223458425,0.228955503,0.200899946,0.273853579,0.284090031,0.238432964,0.299651753,0.268963219,0.263331667,0.292369793,1,1,0,1,1,0,0,1.383383383,-0.28,3/18/20,3/24/20,5
United Kingdom,0.099121602,0.063721909,0.103490262,0.094258116,0.129820553,0.10272923,0.135494685,0.253882116,0.1183199,0.236353065,0.271425071,0.234640016,0.241108584,0.235075961,0.268108987,0.249966314,0.243897466,0.252156423,0.138610112,0.117883055,0.141049333,0.129758112,0.159070721,0.136260694,0.15853118,0.252418612,0.211059524,0.224279561,0.222475732,0.228644528,0.237161483,0.197357681,0.283004548,0.280571516,0.240347891,0.286795916,0.266138478,0.267646188,0.27419304,1,1,0,1,1,0,0,0.677060134,-0.07,3/25/20,3/31/20,6
United Kingdom,0.099970009,0.073191048,0.08906743,0.090043794,0.130378953,0.109156841,0.136643571,0.252231894,0.120724282,0.238177419,0.265160098,0.24766877,0.235649092,0.247622859,0.267339897,0.24395846,0.247892466,0.241773356,0.139500459,0.125827816,0.131430713,0.12752334,0.158950368,0.144153007,0.158206193,0.238169114,0.216268419,0.224775663,0.216803424,0.243168477,0.225278737,0.217956123,0.261169359,0.269572515,0.239120469,0.291253651,0.264464633,0.263647598,0.251261859,1,1,0,1,1,0,1,0.105710814,-0.07,4/1/20,4/7/20,7
United Kingdom,0.09208961,0.07098526,0.082262159,0.079011386,0.120062121,0.106599524,0.126204596,0.253088243,0.120018117,0.229743967,0.261321673,0.233929803,0.230175284,0.231639897,0.264248279,0.25268839,0.229812756,0.246035482,0.135128598,0.121657128,0.128361115,0.122314611,0.152457976,0.141750384,0.148447487,0.224440568,0.210318036,0.222929614,0.20579626,0.216370282,0.225617313,0.192401093,0.259042438,0.259074635,0.234895881,0.268252322,0.24343642,0.268625824,0.25465461,1,1,0,1,1,0,1,-0.157608696,0.1,4/8/20,4/14/20,8
United Kingdom,0.104297609,0.083075307,0.089859709,0.073577636,0.133795545,0.112273351,0.135240687,0.257717945,0.12329959,0.236265788,0.270873529,0.237262695,0.250308723,0.24486054,0.254578272,0.246363878,0.237525915,0.243924173,0.140812176,0.131467824,0.134814989,0.120095899,0.163299003,0.148668595,0.156482335,0.229434642,0.223920664,0.230962609,0.210162041,0.234369734,0.234615674,0.22937557,0.270877778,0.271924869,0.242499366,0.250200262,0.27138686,0.257149205,0.265090101,1,1,0,1,1,0,1,-0.061095782,-0.19,4/15/20,4/21/20,9
United Kingdom,0.10183093,0.086100188,0.087404162,0.094898946,0.140605813,0.110893917,0.128369345,0.249692193,0.125546696,0.238163079,0.267174801,0.24026926,0.244229196,0.234922275,0.267596361,0.225764253,0.247893587,0.233094704,0.142351539,0.133473198,0.127654348,0.128505682,0.168988397,0.146755459,0.148787306,0.226512359,0.223802624,0.226819845,0.219371417,0.242194459,0.221736586,0.20202349,0.251271382,0.271652147,0.233115538,0.274000512,0.261540909,0.258394565,0.270228374,1,1,0,1,1,1,1,-0.140178409,-0.15,4/22/20,4/28/20,10
United Kingdom,0.101045531,0.064839275,0.074503762,0.10154018,0.11779848,0.108692513,0.113433537,0.232457309,0.11947468,0.222749668,0.248602203,0.221830133,0.20550104,0.219148075,0.24487953,0.232581506,0.231771801,0.223394483,0.14092852,0.119016722,0.126294664,0.136132821,0.153948172,0.144133737,0.133303707,0.2142614,0.189264269,0.223398396,0.212803391,0.213074261,0.224999713,0.184171715,0.241926099,0.220828629,0.241535475,0.283266881,0.239018494,0.248405836,0.23995936,1,1,0,1,1,1,1,-0.140834575,0.15,6/3/20,6/9/20,11
United Kingdom,0.119222959,0.076540542,0.100736795,0.103648578,0.118349474,0.114292188,0.122124749,0.240557096,0.124615991,0.22492853,0.261082954,0.238097983,0.228551134,0.225446505,0.245718578,0.243427059,0.240304855,0.20900833,0.153679167,0.123398631,0.142975001,0.138850665,0.155098142,0.146389335,0.141875961,0.229112189,0.200337572,0.224389099,0.212353039,0.221871936,0.214663909,0.207181295,0.259222589,0.236551424,0.248788313,0.270420562,0.261582346,0.268793658,0.236752887,1,1,1,1,1,1,1,-0.090371622,0.02,6/10/20,6/16/20,12
United Kingdom,0.118649628,0.074137465,0.096478705,0.101616342,0.156875406,0.115635,0.128846708,0.256134828,0.129566434,0.234158827,0.264368181,0.232932043,0.234796249,0.25109682,0.265459479,0.25177937,0.254794054,0.228286262,0.151587358,0.124961528,0.141214608,0.137537706,0.184067267,0.149228541,0.147518755,0.228365025,0.215103111,0.226512858,0.236729192,0.239730813,0.219210966,0.208439442,0.26194898,0.241749209,0.238566626,0.275595924,0.269061619,0.255290148,0.254514223,1,1,1,1,1,1,1,-0.118,-0.06,6/17/20,6/23/20,13
United Kingdom,0.106788359,0.077919679,0.091217299,0.109465976,0.12756485,0.110938358,0.108818267,0.242465591,0.124171206,0.227730399,0.263720098,0.215025782,0.225245164,0.231927554,0.273453651,0.24185771,0.250289638,0.217364075,0.143121392,0.12497296,0.137284239,0.141263112,0.16341413,0.146180135,0.12943328,0.210592635,0.204720231,0.229997967,0.222743252,0.237403431,0.221347235,0.200507495,0.258209806,0.245886125,0.250540812,0.285547968,0.241663359,0.27064169,0.257975799,1,1,1,1,1,1,1,-0.479328165,-0.11,6/24/20,6/30/20,14
United Kingdom,0.112841863,0.076897908,0.086171491,0.089801811,0.11777338,0.112909929,0.110886942,0.241590475,0.120056824,0.220016169,0.252772182,0.237439929,0.218372297,0.222234453,0.234650373,0.25848016,0.246367567,0.204325694,0.149737129,0.122821724,0.132917824,0.123887612,0.154733486,0.148883523,0.135947896,0.219837183,0.20693062,0.229194616,0.18698127,0.228174511,0.217003348,0.190848715,0.276960526,0.241220201,0.230315762,0.26451487,0.256082163,0.252691102,0.247780993,1,1,1,1,1,1,1,-0.161451815,-0.75,7/29/20,8/4/20,15
United Kingdom,0.109656042,0.0784901,0.07870063,0.076383502,0.110729476,0.115285299,0.117866878,0.239848287,0.121855231,0.227074889,0.25954402,0.241393713,0.223734333,0.232734366,0.253046362,0.240472733,0.229779898,0.198088039,0.147665129,0.124412618,0.13239335,0.124238028,0.150236257,0.147412502,0.139456458,0.232206976,0.209111984,0.231524087,0.216923633,0.246734334,0.215114444,0.206437378,0.294717432,0.231178358,0.241831497,0.266283618,0.266664447,0.244411529,0.245226159,1,1,1,1,1,1,1,0.284116331,0.07,8/5/20,8/11/20,16
United Kingdom,0.110610654,0.077533744,0.079230079,0.084628329,0.10423493,0.103027096,0.109254601,0.238482478,0.118370028,0.221837603,0.247672917,0.249112798,0.216168372,0.228956996,0.223548416,0.230216312,0.253647832,0.221682598,0.147981715,0.123480487,0.126051496,0.122628044,0.144032137,0.139884137,0.137681107,0.212323502,0.206694442,0.220463922,0.202341981,0.223224839,0.22635892,0.17789506,0.267227733,0.238172438,0.216079982,0.250539716,0.259435577,0.248103383,0.255147042,1,1,1,1,1,1,1,0.081268583,0.65,8/12/20,8/18/20,17
United Kingdom,0.108350186,0.098835708,0.088752902,0.094138379,0.118651885,0.10673386,0.115767678,0.239753662,0.127976333,0.235815485,0.259835669,0.236837023,0.233334789,0.227161343,0.261996822,0.24975784,0.23281166,0.202679198,0.146736687,0.138318198,0.132818043,0.134370419,0.153897313,0.143612604,0.138892555,0.220934033,0.241764486,0.226547125,0.229991396,0.211841422,0.237480362,0.193102955,0.264007531,0.260433106,0.229564602,0.283436709,0.260710995,0.247668671,0.240024377,1,1,1,1,1,1,1,-0.235475705,-0.36,12/2/20,12/8/20,18
United Kingdom,0.092395931,0.085995312,0.068145543,0.081834479,0.103113325,0.097957593,0.108899697,0.240839849,0.119915342,0.231426724,0.253728053,0.25409482,0.222243314,0.224827401,0.251754929,0.249976221,0.224372274,0.215359588,0.134963925,0.128885333,0.123168541,0.124602653,0.149043213,0.135921417,0.134722004,0.232782065,0.216255143,0.234696006,0.224721315,0.240654603,0.219288239,0.180164995,0.262140712,0.246764636,0.234014986,0.275263841,0.257407203,0.245382594,0.248792459,1,1,1,1,1,1,1,0.116470942,-0.43,12/9/20,12/15/20,19
United Kingdom,0.092828404,0.075210185,0.065771623,0.07017795,0.086700415,0.089668585,0.107633528,0.235723986,0.115551231,0.225005353,0.246546321,0.246443296,0.224602564,0.222952833,0.230614793,0.220836748,0.226514246,0.199915771,0.137243171,0.124404518,0.119869405,0.115195101,0.136069517,0.132217468,0.13578441,0.220095119,0.222318479,0.213099544,0.203015591,0.211559176,0.209352607,0.197689399,0.241651978,0.261821484,0.213956785,0.260212639,0.228702247,0.238096723,0.24246227,1,1,1,1,1,1,1,0.463703762,-0.25,12/16/20,12/22/20,20
United Kingdom,0.079440866,0.076418299,0.071784918,0.07560956,0.088048822,0.086454604,0.097734902,0.237560167,0.116924767,0.220001289,0.241423098,0.222231427,0.21834769,0.213499714,0.225133625,0.243897279,0.245308691,0.2395177,0.128536192,0.125244103,0.12420155,0.120405158,0.132082558,0.132310774,0.128651157,0.227987773,0.201697753,0.212383944,0.188855403,0.21436707,0.219032119,0.195670076,0.226790233,0.240446717,0.220456523,0.245470078,0.226635826,0.240533722,0.247791246,1,1,1,1,1,1,1,0.353066938,0.22,12/23/20,12/29/20,21
United Kingdom,0.081507125,0.072640116,0.072065798,0.071543443,0.092438272,0.073671767,0.086462155,0.229546421,0.114076961,0.216826257,0.241170409,0.220353174,0.217919504,0.231339869,0.219450995,0.234416076,0.200556219,0.214460842,0.12749254,0.120625135,0.121838263,0.119754663,0.138717284,0.122845942,0.121958729,0.216077643,0.210497866,0.203137756,0.204269653,0.21862223,0.193525386,0.176196961,0.244105881,0.241296686,0.216336741,0.260874895,0.235075305,0.22202147,0.227837046,1,1,1,1,1,1,1,0.217857,0.1,12/30/20,1/5/21,22
United States,0.066695204,0.062884313,0.054021439,0.071862164,0.077855488,0.058678214,0.097702756,0.222430917,0.104951346,0.22010355,0.226438501,0.218781829,0.217128952,0.212598393,0.217856233,0.215323518,0.217818944,0.173569592,0.114130661,0.119086517,0.112212562,0.116800845,0.132698238,0.108751492,0.127607198,0.223113931,0.217803387,0.219634211,0.195050225,0.220682581,0.199807075,0.175690479,0.226607569,0.239342351,0.23963418,0.206883156,0.181372314,0.200987522,0.185548546,1,0,1,0,1,0,0,0,0,2/26/20,3/3/20,1
United States,0.081072758,0.069538577,0.068726432,0.063857796,0.07500215,0.07807915,0.118037271,0.219540425,0.108732269,0.218291458,0.22846858,0.205553171,0.210906695,0.212003238,0.21932581,0.238849818,0.220089017,0.165343058,0.125812282,0.122894388,0.120419614,0.111202653,0.12737917,0.122786312,0.142389631,0.211736798,0.216890012,0.21685339,0.199248754,0.222084708,0.199474618,0.181234904,0.228414232,0.239943283,0.247813814,0.201665659,0.181361375,0.206717429,0.181611867,1,0,1,1,1,1,0,4.696969697,0.769824561,3/4/20,3/10/20,2
United States,0.089120933,0.074020341,0.065111118,0.067763309,0.0914193,0.088817878,0.122464914,0.230150909,0.107862544,0.228171256,0.196143618,0.211203073,0.216269826,0.216692766,0.241728933,0.21210664,0.186357823,0.21629422,0.131123335,0.125133933,0.116388599,0.11282748,0.133395287,0.127052326,0.144276474,0.222939299,0.204839811,0.223968053,0.239642592,0.220421609,0.196796107,0.189238492,0.207262667,0.194650197,0.20650614,0.195587878,0.165912074,0.188759439,0.219634247,1,1,1,1,1,1,0,4.021917808,-0.692000609,3/11/20,3/17/20,3
United States,0.089064577,0.085523842,0.071517997,0.065435431,0.095322553,0.097558222,0.117910443,0.237548699,0.110554817,0.23281968,0.23271403,0.229025607,0.215036572,0.221700116,0.247190072,0.240294416,0.229436578,0.215203797,0.133467322,0.130718571,0.121500327,0.111734962,0.134003152,0.130961143,0.141134816,0.215917126,0.21293826,0.238057566,0.217668405,0.220939948,0.228939049,0.206696204,0.239160769,0.225371251,0.231338472,0.215223153,0.202160345,0.23417382,0.241466264,1,1,1,1,1,1,0,2.996236357,-0.497420067,3/18/20,3/24/20,4
United States,0.095712171,0.092523433,0.073166583,0.080666635,0.10557249,0.098096969,0.117622083,0.240375567,0.114362415,0.236631535,0.240444232,0.235364872,0.227868839,0.217432675,0.256547882,0.23373951,0.228697073,0.216025418,0.135882241,0.136250146,0.121291587,0.118918301,0.139721928,0.131591237,0.142618397,0.231881896,0.216125131,0.225013176,0.2219123,0.220384172,0.232084569,0.213474815,0.25152841,0.24497774,0.225038873,0.229780541,0.221380367,0.246543894,0.247025176,1,1,1,1,1,1,0,1.175393749,0.048683599,3/25/20,3/31/20,5
United States,0.091844913,0.090996489,0.078531944,0.07340715,0.105788417,0.095346525,0.109773689,0.246484147,0.112331987,0.238225276,0.240562264,0.234666988,0.233179955,0.223973733,0.260429958,0.244650944,0.239073077,0.221261808,0.135375388,0.134938248,0.123185633,0.114223575,0.138419202,0.130437794,0.134642896,0.23088464,0.21795881,0.226203404,0.215479446,0.228005837,0.23396241,0.210582128,0.254303362,0.252627013,0.226728624,0.195534243,0.231636058,0.252476585,0.238253829,1,1,1,1,1,1,0,-0.036535686,-0.23665845,4/1/20,4/7/20,6
United States,0.094221636,0.093340952,0.078064108,0.076097329,0.111789999,0.102441004,0.10971301,0.246257161,0.114316176,0.238755305,0.255681283,0.242109179,0.234822779,0.228883698,0.257407889,0.239092946,0.241034518,0.220231098,0.134687927,0.135257758,0.122338564,0.115962063,0.142582921,0.13561657,0.133528923,0.229730481,0.225325722,0.215258744,0.226112711,0.233069238,0.229666196,0.21790978,0.260910458,0.256612721,0.224103669,0.267943839,0.233763456,0.248466313,0.23451233,1,1,1,1,1,1,0,-0.088046872,0.009465362,4/8/20,4/14/20,7
United States,0.094795758,0.088400027,0.077070447,0.076537473,0.107660872,0.103959068,0.105759488,0.245488572,0.11444992,0.236472731,0.243358484,0.243410355,0.235462107,0.23401206,0.249331204,0.243960592,0.231295479,0.201305486,0.138377843,0.132293825,0.123441392,0.11611364,0.142409257,0.136741414,0.129413834,0.230435256,0.223158471,0.225029047,0.212558499,0.233921289,0.229023788,0.197250706,0.251279382,0.253480042,0.223931469,0.226721994,0.231575449,0.249828265,0.228282595,1,1,1,1,1,1,0,0.006873383,-0.047444051,4/15/20,4/21/20,8
United States,0.097108918,0.082718664,0.081464615,0.082611632,0.110002413,0.104494056,0.114303475,0.250397326,0.115208648,0.234567896,0.242105171,0.248498004,0.241624478,0.224849442,0.249259348,0.246382167,0.253905154,0.203503111,0.139768774,0.128272349,0.12571491,0.121146284,0.143551395,0.137063054,0.136723364,0.227186062,0.218225984,0.220568598,0.213073805,0.23615842,0.222251472,0.20191943,0.243099499,0.253753818,0.2206797,0.2280195,0.243193862,0.25046529,0.23028098,1,1,1,1,1,1,0,-0.177637964,-0.149087299,4/22/20,4/28/20,9
United States,0.098758906,0.084750181,0.076601118,0.080029504,0.11562479,0.108425182,0.110383774,0.247345152,0.114971148,0.237553466,0.244244858,0.247539441,0.233949512,0.225957256,0.250627825,0.245425887,0.239349153,0.212509865,0.139474329,0.128914296,0.123117078,0.118817072,0.149522717,0.140889532,0.134636427,0.229935238,0.21946328,0.225734219,0.22306081,0.232857736,0.224950956,0.203122497,0.268688045,0.250092517,0.228665428,0.229562609,0.234184489,0.2490313,0.221362472,1,1,1,1,1,1,0,-0.105504245,-0.083627188,4/29/20,5/5/20,10
United States,0.102369995,0.083462888,0.0753208,0.083575989,0.107066495,0.100563309,0.107051728,0.24985697,0.113672128,0.237435048,0.244072517,0.241816872,0.231655329,0.231050994,0.246329739,0.261884082,0.239395901,0.216795349,0.139667229,0.127155752,0.122831841,0.120583731,0.14400851,0.134541051,0.129225333,0.233910309,0.217557389,0.229726325,0.233761344,0.252037839,0.223618277,0.201911531,0.257772159,0.239090129,0.231263111,0.223421536,0.235870473,0.250137061,0.235789012,1,1,1,1,1,1,1,-0.044971816,0.206335587,5/6/20,5/12/20,11
United States,0.100521295,0.082884824,0.074787263,0.078092383,0.106430689,0.111912155,0.101502983,0.24438097,0.114497312,0.234774466,0.246122684,0.246813864,0.224765343,0.228680454,0.243124885,0.259004153,0.240850515,0.207813017,0.138592363,0.126674301,0.123947807,0.116075597,0.143207456,0.14252464,0.128008015,0.22396643,0.208054467,0.230125053,0.214853782,0.244685087,0.2355501,0.205774576,0.244519575,0.238688976,0.234244471,0.247450199,0.24831679,0.250515162,0.230968696,1,1,1,1,1,1,1,0.024381714,0.06305037,5/13/20,5/19/20,12
United States,0.091556394,0.079117353,0.069485038,0.081614601,0.103675648,0.100634329,0.093952365,0.250175078,0.113781106,0.231714403,0.230448235,0.25093997,0.229556858,0.22675594,0.248864588,0.254494416,0.243479628,0.210492989,0.134801437,0.125301989,0.121914912,0.120718852,0.141596741,0.134985651,0.121451161,0.229685337,0.20880657,0.221715236,0.228490926,0.24399206,0.228598364,0.186646661,0.23778287,0.228102005,0.21513298,0.230078162,0.233954212,0.244184894,0.222885443,1,1,1,1,1,1,1,-0.179655671,-0.132622336,5/20/20,5/26/20,13
United States,0.088161438,0.072301914,0.067359266,0.07128801,0.088999738,0.089295844,0.0938347,0.240568749,0.107630014,0.235127019,0.239799685,0.242958863,0.224745309,0.226311125,0.230393719,0.249981879,0.228366987,0.20293216,0.13200121,0.120595418,0.119456532,0.111937145,0.135050394,0.126995309,0.119885932,0.223440381,0.214216609,0.235127429,0.214159026,0.243912744,0.221583968,0.189513777,0.245049547,0.234269517,0.224578672,0.263343246,0.223940777,0.237973695,0.228868223,1,1,1,1,1,1,1,0.070724298,0.124145214,5/27/20,6/2/20,14
United States,0.095597431,0.074567139,0.078739366,0.079348358,0.10001801,0.087584989,0.095920769,0.242227,0.110275138,0.232794726,0.234251245,0.241647793,0.21960592,0.227934862,0.234672422,0.245163233,0.231160411,0.200892324,0.136868432,0.120236769,0.125260709,0.118902663,0.141400258,0.124832897,0.120921123,0.227350541,0.207333572,0.227186304,0.222640047,0.222274384,0.220623504,0.193533086,0.242470097,0.219592252,0.220395299,0.252700173,0.231076687,0.246993253,0.223788363,1,1,1,1,1,1,1,0.060816454,0.248916827,6/3/20,6/9/20,15
United States,0.091003026,0.074636958,0.070735228,0.086108955,0.093936499,0.092227321,0.091789543,0.23841425,0.111348675,0.22184724,0.227568429,0.232346803,0.21546464,0.232548458,0.2463055,0.23819498,0.229989571,0.208971329,0.133624824,0.122333014,0.120712025,0.121410663,0.137906444,0.127999643,0.116916012,0.223902751,0.200917125,0.223921442,0.20362475,0.216508689,0.211559743,0.189467,0.233388262,0.217322716,0.224488614,0.243541786,0.22400569,0.241151088,0.201445215,1,1,1,1,1,1,1,0.130352703,0.100309053,6/10/20,6/16/20,16
United States,0.090793756,0.071938615,0.067640895,0.080764164,0.082749604,0.0841899,0.086630694,0.236778967,0.111864263,0.223527659,0.234481903,0.230228837,0.20814567,0.23315102,0.249300432,0.222224571,0.229942798,0.201311259,0.134489202,0.122469503,0.123507704,0.122137491,0.133563305,0.124344947,0.116226352,0.225910082,0.202937484,0.216601262,0.231755105,0.221200575,0.203230271,0.176051733,0.25195261,0.220844166,0.237776426,0.243671228,0.219163649,0.229878091,0.206801972,1,1,1,1,1,1,1,0.431756007,0.197709385,6/17/20,6/23/20,17
United States,0.079999783,0.068189719,0.057320248,0.073581001,0.073943049,0.084842837,0.079476004,0.235213929,0.10837544,0.225229457,0.233815246,0.233532755,0.215651931,0.222329767,0.230254225,0.242001417,0.228839878,0.188158113,0.128212817,0.119327754,0.117488943,0.118716061,0.124986607,0.126955601,0.110419749,0.22663098,0.208044199,0.221498381,0.212197668,0.226183651,0.220049436,0.181439284,0.224870004,0.23130012,0.228332969,0.236986133,0.230667155,0.23980467,0.212451168,1,1,1,1,1,1,1,0.374444843,0.270487166,6/24/20,6/30/20,18
United States,0.077196048,0.073938974,0.065652078,0.06857756,0.067034603,0.076037601,0.075129225,0.23523799,0.109655006,0.22708178,0.227028992,0.240324695,0.218684403,0.219701421,0.243504923,0.242143723,0.2193456,0.187848245,0.126934346,0.121964557,0.123217307,0.112882792,0.119347589,0.122648199,0.106557241,0.229551214,0.208159515,0.217628614,0.217917424,0.216047209,0.215095105,0.186750817,0.240666753,0.215133671,0.220030623,0.252812425,0.219287027,0.241531195,0.205978488,1,1,1,1,1,1,1,0.157491474,0.166489275,12/2/20,12/8/20,19
United States,0.092048924,0.07679297,0.067475664,0.0767948,0.066809855,0.082966731,0.092251497,0.229486282,0.111049841,0.226169888,0.218624846,0.226329536,0.212704841,0.217668543,0.232869488,0.227255888,0.2194758,0.189972923,0.135896531,0.120133482,0.121437816,0.116868993,0.119360866,0.12677677,0.119732778,0.222402221,0.211175909,0.221743869,0.206105985,0.217119241,0.215790036,0.185988439,0.225416719,0.213300634,0.219492315,0.220705747,0.20062533,0.228992138,0.197769074,1,1,1,1,1,1,1,0.047725526,0.127265039,12/9/20,12/15/20,20
United States,0.081067157,0.07314886,0.080279446,0.069481823,0.081245778,0.0779502,0.073295749,0.221780345,0.116806098,0.230440602,0.220018945,0.215071499,0.219723636,0.207348886,0.217445727,0.222203197,0.232906287,0.178786814,0.128609074,0.121919925,0.133944878,0.111455126,0.126401999,0.119645784,0.105778723,0.22494009,0.225496799,0.222740274,0.208842645,0.221347978,0.220314458,0.185163467,0.232982379,0.232980373,0.221819186,0.221079987,0.17444962,0.22491909,0.204040275,1,1,1,1,1,1,1,-0.372081617,-1.715245792,5/4/22,5/10/22,21
United States,0.072407181,0.073510703,0.08887065,0.062879035,0.06865213,0.077988236,0.078420186,0.235209788,0.118109351,0.230875974,0.221184797,0.230273822,0.220417937,0.223089029,0.228733413,0.225547794,0.239465733,0.195187634,0.119407006,0.124450798,0.142453471,0.107053236,0.122415092,0.121676781,0.109600375,0.2263244,0.224690162,0.225218315,0.224671481,0.220534962,0.201526916,0.183516532,0.229315662,0.234661249,0.220952019,0.23494515,0.181528375,0.221503607,0.223304215,1,1,1,1,1,1,1,-0.471479262,-1.803785002,44692,44698,22
