country,type,y,a,I,SN,A,PBC,O
United Kingdom,4,-3.11487E-06,0.8717,0,0.298643754,0.122022857,0.2290388,0.306031636
United Kingdom,4,-3.11487E-06,0.8717,0,0.294291569,0.123638545,0.219924464,0.299622513
United Kingdom,4,-3.11487E-06,0.8717,0,0.284356077,0.127156848,0.220301102,0.299651753
United Kingdom,4,-3.11487E-06,0.8717,0,0.268108987,0.129758112,0.222475732,0.286795916
United Kingdom,4,-3.11487E-06,0.8717,0,0.267339897,0.12752334,0.216803424,0.291253651
United Kingdom,4,-3.11487E-06,0.8717,0,0.264248279,0.122314611,0.20579626,0.268252322
United Kingdom,4,-3.11487E-06,0.8717,0,0.254578272,0.120095899,0.210162041,0.250200262
United Kingdom,4,-3.11487E-06,0.8717,0,0.267596361,0.128505682,0.219371417,0.274000512
United Kingdom,4,-3.11487E-06,0.8717,0,0.24487953,0.136132821,0.212803391,0.283266881
United Kingdom,4,0.8717151,0.8717,1,0.245718578,0.138850665,0.212353039,0.270420562
United Kingdom,4,0.8717151,0.8717,1,0.265459479,0.137537706,0.236729192,0.275595924
United Kingdom,4,0.8717151,0.8717,1,0.273453651,0.141263112,0.222743252,0.285547968
United Kingdom,4,0.8717151,0.8717,1,0.234650373,0.123887612,0.18698127,0.26451487
United Kingdom,4,0.8717151,0.8717,1,0.253046362,0.124238028,0.216923633,0.266283618
United Kingdom,4,0.8717151,0.8717,1,0.223548416,0.122628044,0.202341981,0.250539716
United Kingdom,4,0.8717151,0.8717,1,0.261996822,0.134370419,0.229991396,0.283436709
United Kingdom,4,0.8717151,0.8717,1,0.251754929,0.124602653,0.224721315,0.275263841
United Kingdom,4,0.8717151,0.8717,1,0.230614793,0.115195101,0.203015591,0.260212639
United Kingdom,4,0.8717151,0.8717,1,0.225133625,0.120405158,0.188855403,0.245470078
United Kingdom,4,0.8717151,0.8717,1,0.219450995,0.119754663,0.204269653,0.260874895
United States,4,0.8717151,0.8717,1,0.217856233,0.116800845,0.195050225,0.206883156
United States,4,0.8717151,0.8717,1,0.21932581,0.111202653,0.199248754,0.201665659
United States,4,0.8717151,0.8717,1,0.241728933,0.11282748,0.239642592,0.195587878
United States,4,0.8717151,0.8717,1,0.247190072,0.111734962,0.217668405,0.215223153
United States,4,0.8717151,0.8717,1,0.256547882,0.118918301,0.2219123,0.229780541
United States,4,0.8717151,0.8717,1,0.260429958,0.114223575,0.215479446,0.195534243
United States,4,0.8717151,0.8717,1,0.257407889,0.115962063,0.226112711,0.267943839
United States,4,0.8717151,0.8717,1,0.249331204,0.11611364,0.212558499,0.226721994
United States,4,0.8717151,0.8717,1,0.249259348,0.121146284,0.213073805,0.2280195
United States,4,0.8717151,0.8717,1,0.250627825,0.118817072,0.22306081,0.229562609
United States,4,0.8717151,0.8717,1,0.246329739,0.120583731,0.233761344,0.223421536
United States,4,0.8717151,0.8717,1,0.243124885,0.116075597,0.214853782,0.247450199
United States,4,0.8717151,0.8717,1,0.248864588,0.120718852,0.228490926,0.230078162
United States,4,0.8717151,0.8717,1,0.230393719,0.111937145,0.214159026,0.263343246
United States,4,0.8717151,0.8717,1,0.234672422,0.118902663,0.222640047,0.252700173
United States,4,0.8717151,0.8717,1,0.2463055,0.121410663,0.20362475,0.243541786
United States,4,0.8717151,0.8717,1,0.249300432,0.122137491,0.231755105,0.243671228
United States,4,0.8717151,0.8717,1,0.230254225,0.118716061,0.212197668,0.236986133
United States,4,0.8717151,0.8717,1,0.243504923,0.112882792,0.217917424,0.252812425
United States,4,0.8717151,0.8717,1,0.232869488,0.116868993,0.206105985,0.220705747
United States,4,0.8717151,0.8717,1,0.217445727,0.111455126,0.208842645,0.221079987
United States,4,0.8717151,0.8717,1,0.228733413,0.107053236,0.224671481,0.23494515
Australia,5,0.3893415,1.3847,0,0.240573453,0.122800792,0.21048683,0.267154694
Australia,5,1.387685,1.3847,1,0.255322876,0.139252846,0.201123297,0.216117363
Australia,5,1.387685,1.3847,1,0.238283216,0.138720324,0.220367442,0.227784352
Australia,5,1.387685,1.3847,1,0.229969799,0.138869799,0.23135772,0.265037627
Australia,5,1.387685,1.3847,1,0.239581147,0.127020187,0.232899012,0.245011967
Australia,5,1.387685,1.3847,1,0.222707398,0.140043538,0.220110989,0.248825799
Australia,5,1.387685,1.3847,1,0.210429355,0.117381603,0.208598591,0.224198357
Australia,5,1.387685,1.3847,1,0.219897503,0.149157485,0.213235112,0.235412742
Australia,5,1.387685,1.3847,1,0.21186623,0.132535798,0.220432337,0.212604035
Australia,5,1.387685,1.3847,1,0.242734368,0.128337847,0.20596865,0.216018633
Australia,5,1.387685,1.3847,1,0.233114304,0.136097028,0.2344121,0.258075655
Australia,5,1.387685,1.3847,1,0.213795611,0.135431082,0.221381924,0.226148148
Australia,5,1.387685,1.3847,1,0.198999411,0.127237206,0.239684257,0.219960676
Australia,5,1.387685,1.3847,1,0.199429202,0.119668841,0.226156781,0.258229614
Australia,5,1.387685,1.3847,1,0.193384427,0.125663844,0.212966611,0.203795808
Australia,5,1.387685,1.3847,1,0.22250988,0.124645332,0.206639827,0.231863984
Australia,5,1.387685,1.3847,1,0.234283931,0.138635102,0.218073238,0.210335819
Australia,5,1.387685,1.3847,1,0.225007585,0.128655456,0.250935827,0.238379018
Australia,5,1.387685,1.3847,1,0.214745262,0.127537233,0.206733828,0.235988235
Australia,5,1.387685,1.3847,1,0.222815761,0.125894252,0.214372178,0.260635078
Australia,5,1.387685,1.3847,1,0.208048611,0.133296476,0.200912289,0.221715228
Australia,5,1.387685,1.3847,1,0.208977089,0.138896724,0.20531037,0.224951696
Australia,5,1.387685,1.3847,1,0.222457281,0.129078618,0.226815764,0.176099608
Canada,5,2.2573781,1.3847,0,0.221191244,0.11043946,0.214663415,0.213887019
Canada,5,1.402239,1.3847,1,0.239844759,0.135558382,0.24090408,0.258458155
Canada,5,1.402239,1.3847,1,0.252502083,0.139576894,0.231343873,0.263595888
Canada,5,1.402239,1.3847,1,0.244209354,0.141371974,0.241953651,0.274222662
Canada,5,1.402239,1.3847,1,0.233200734,0.137700947,0.226376415,0.26946244
Canada,5,1.402239,1.3847,1,0.227249378,0.139443602,0.22846811,0.223706474
Canada,5,1.402239,1.3847,1,0.210510878,0.128254977,0.216949308,0.241747578
Canada,5,1.402239,1.3847,1,0.221717156,0.121841064,0.213564737,0.228599652
Canada,5,1.402239,1.3847,1,0.222533541,0.122499126,0.196436004,0.201680677
Canada,5,1.402239,1.3847,1,0.237431653,0.13205678,0.226147261,0.217894106
Canada,5,1.402239,1.3847,1,0.224761545,0.12511348,0.223257924,0.206519897
Canada,5,1.402239,1.3847,1,0.203603944,0.126106183,0.213014712,0.222440495
Canada,5,1.402239,1.3847,1,0.2365789,0.132470455,0.203072306,0.174934405
Canada,5,1.402239,1.3847,1,0.235318858,0.128062467,0.228871412,0.183046854
Canada,5,1.402239,1.3847,1,0.201564648,0.123159112,0.225174101,0.218830824
Canada,5,1.402239,1.3847,1,0.238365539,0.132995848,0.209478639,0.232533203
Canada,5,1.402239,1.3847,1,0.248418137,0.12851157,0.232311531,0.248112895
Canada,5,1.402239,1.3847,1,0.218636851,0.137182676,0.272523656,0.216234231
Canada,5,1.402239,1.3847,1,0.214047014,0.13164493,0.205281128,0.209968184
Canada,5,1.402239,1.3847,1,0.230857659,0.119407825,0.18899384,0.245943276
Canada,5,1.402239,1.3847,1,0.237262098,0.124166585,0.219669707,0.207935794
Canada,5,1.402239,1.3847,1,0.261518764,0.127605423,0.220377899,0.207463002
United Kingdom,5,1.0190542,1.3847,0,0.329365805,0.132901593,0.216110497,0.265507437
United Kingdom,5,1.0190542,1.3847,0,0.2458185,0.137118542,0.244169174,0.245808066
United Kingdom,5,1.0190542,1.3847,0,0.221610091,0.131878411,0.195107173,0.235611467
United Kingdom,5,1.0190542,1.3847,0,0.228525134,0.136129841,0.20827897,0.241421982
United Kingdom,5,1.392591,1.3847,1,0.241232462,0.150157976,0.223458425,0.268963219
United Kingdom,5,1.392591,1.3847,1,0.249966314,0.159070721,0.228644528,0.266138478
United Kingdom,5,1.392591,1.3847,1,0.24395846,0.158950368,0.243168477,0.264464633
United Kingdom,5,1.392591,1.3847,1,0.25268839,0.152457976,0.216370282,0.24343642
United Kingdom,5,1.392591,1.3847,1,0.246363878,0.163299003,0.234369734,0.27138686
United Kingdom,5,1.392591,1.3847,1,0.225764253,0.168988397,0.242194459,0.261540909
United Kingdom,5,1.392591,1.3847,1,0.232581506,0.153948172,0.213074261,0.239018494
United Kingdom,5,1.392591,1.3847,1,0.243427059,0.155098142,0.221871936,0.261582346
United Kingdom,5,1.392591,1.3847,1,0.25177937,0.184067267,0.239730813,0.269061619
United Kingdom,5,1.392591,1.3847,1,0.24185771,0.16341413,0.237403431,0.241663359
United Kingdom,5,1.392591,1.3847,1,0.25848016,0.154733486,0.228174511,0.256082163
United Kingdom,5,1.392591,1.3847,1,0.240472733,0.150236257,0.246734334,0.266664447
United Kingdom,5,1.392591,1.3847,1,0.230216312,0.144032137,0.223224839,0.259435577
United Kingdom,5,1.392591,1.3847,1,0.24975784,0.153897313,0.211841422,0.260710995
United Kingdom,5,1.392591,1.3847,1,0.249976221,0.149043213,0.240654603,0.257407203
United Kingdom,5,1.392591,1.3847,1,0.220836748,0.136069517,0.211559176,0.228702247
United Kingdom,5,1.392591,1.3847,1,0.243897279,0.132082558,0.21436707,0.226635826
United Kingdom,5,1.392591,1.3847,1,0.234416076,0.138717284,0.21862223,0.235075305
United States,5,-3.6657738,1.3847,0,0.215323518,0.132698238,0.220682581,0.181372314
United States,5,1.35609,1.3847,1,0.238849818,0.12737917,0.222084708,0.181361375
United States,5,1.35609,1.3847,1,0.21210664,0.133395287,0.220421609,0.165912074
United States,5,1.35609,1.3847,1,0.240294416,0.134003152,0.220939948,0.202160345
United States,5,1.35609,1.3847,1,0.23373951,0.139721928,0.220384172,0.221380367
United States,5,1.35609,1.3847,1,0.244650944,0.138419202,0.228005837,0.231636058
United States,5,1.35609,1.3847,1,0.239092946,0.142582921,0.233069238,0.233763456
United States,5,1.35609,1.3847,1,0.243960592,0.142409257,0.233921289,0.231575449
United States,5,1.35609,1.3847,1,0.246382167,0.143551395,0.23615842,0.243193862
United States,5,1.35609,1.3847,1,0.245425887,0.149522717,0.232857736,0.234184489
United States,5,1.35609,1.3847,1,0.261884082,0.14400851,0.252037839,0.235870473
United States,5,1.35609,1.3847,1,0.259004153,0.143207456,0.244685087,0.24831679
United States,5,1.35609,1.3847,1,0.254494416,0.141596741,0.24399206,0.233954212
United States,5,1.35609,1.3847,1,0.249981879,0.135050394,0.243912744,0.223940777
United States,5,1.35609,1.3847,1,0.245163233,0.141400258,0.222274384,0.231076687
United States,5,1.35609,1.3847,1,0.23819498,0.137906444,0.216508689,0.22400569
United States,5,1.35609,1.3847,1,0.222224571,0.133563305,0.221200575,0.219163649
United States,5,1.35609,1.3847,1,0.242001417,0.124986607,0.226183651,0.230667155
United States,5,1.35609,1.3847,1,0.242143723,0.119347589,0.216047209,0.219287027
United States,5,1.35609,1.3847,1,0.227255888,0.119360866,0.217119241,0.20062533
United States,5,1.35609,1.3847,1,0.222203197,0.126401999,0.221347978,0.17444962
United States,5,1.35609,1.3847,1,0.225547794,0.122415092,0.220534962,0.181528375
Australia,6,1.208004,1.208,1,0.197040415,0.105152017,0.21729872,0.201994374
Australia,6,1.208004,1.208,1,0.200509081,0.133998563,0.195406298,0.226915515
Australia,6,1.208004,1.208,1,0.174004493,0.123260723,0.206582922,0.213459456
Australia,6,1.208004,1.208,1,0.240849335,0.132452083,0.215182441,0.24379642
Australia,6,1.208004,1.208,1,0.259562763,0.123303779,0.213207483,0.2336568
Australia,6,1.208004,1.208,1,0.217852792,0.129756189,0.237524849,0.251511199
Australia,6,1.32835E-05,1.208,0,0.21408002,0.130175086,0.212299125,0.239026945
Australia,6,1.208004,1.208,1,0.217003133,0.126472878,0.201888467,0.234322347
Australia,6,1.208004,1.208,1,0.172217629,0.130568368,0.202140172,0.244072849
Australia,6,1.208004,1.208,1,0.192918741,0.123128685,0.200154223,0.19259163
Australia,6,1.208004,1.208,1,0.181723676,0.128224588,0.190945245,0.236628245
Australia,6,1.208004,1.208,1,0.229308535,0.122948194,0.204900245,0.242719256
Australia,6,1.208004,1.208,1,0.200311111,0.119412981,0.236011766,0.240401414
Australia,6,1.208004,1.208,1,0.23530495,0.112340226,0.212678617,0.222611034
Australia,6,1.208004,1.208,1,0.239904444,0.128663324,0.213600759,0.245094871
Australia,6,1.208004,1.208,1,0.215814273,0.116574946,0.211114586,0.227469546
Australia,6,1.208004,1.208,1,0.21009757,0.108534064,0.20809397,0.214423629
Australia,6,1.208004,1.208,1,0.202959251,0.111740799,0.209990527,0.200881618
Australia,6,1.208004,1.208,1,0.206063718,0.109031475,0.190585811,0.211755613
Australia,6,1.208004,1.208,1,0.200622897,0.113974362,0.176657313,0.214286878
Australia,6,1.208004,1.208,1,0.212085788,0.112694934,0.197720301,0.210734757
Australia,6,1.208004,1.208,1,0.219165033,0.117315605,0.192008628,0.20790344
Australia,6,1.208004,1.208,1,0.235530735,0.120893357,0.211680027,0.216963377
Canada,6,1.208004,1.208,1,0.212825591,0.128146193,0.225460185,0.227153094
Canada,6,1.208004,1.208,1,0.22143753,0.121718129,0.230179081,0.247375872
Canada,6,1.208004,1.208,1,0.239861608,0.123304898,0.236008667,0.272665879
Canada,6,1.208004,1.208,1,0.244913822,0.126900607,0.231384463,0.266594517
Canada,6,1.208004,1.208,1,0.239951623,0.134984501,0.232504068,0.264916893
Canada,6,1.208004,1.208,1,0.217695868,0.121770198,0.223932079,0.231132082
Canada,6,1.208004,1.208,1,0.216442903,0.129805569,0.225982707,0.244907515
Canada,6,1.208004,1.208,1,0.231274536,0.126135595,0.194700424,0.24348278
Canada,6,1.208004,1.208,1,0.214372811,0.120084804,0.191603729,0.235575161
Canada,6,1.208004,1.208,1,0.209239431,0.115561321,0.213081093,0.206521626
Canada,6,1.208004,1.208,1,0.237664499,0.125601628,0.22286362,0.24365068
Canada,6,1.208004,1.208,1,0.225867987,0.117773177,0.222353751,0.255006249
Canada,6,1.208004,1.208,1,0.242896849,0.131991954,0.215835504,0.260052826
Canada,6,1.208004,1.208,1,0.241503219,0.123534159,0.220791692,0.255318227
Canada,6,1.208004,1.208,1,0.207991722,0.121011634,0.178352356,0.178441645
Canada,6,1.208004,1.208,1,0.210312632,0.119031385,0.206365822,0.246324805
Canada,6,1.208004,1.208,1,0.216275817,0.114379078,0.182641662,0.211920483
Canada,6,1.208004,1.208,1,0.204016169,0.112614022,0.195401397,0.223034117
Canada,6,1.208004,1.208,1,0.229282397,0.114991676,0.186747325,0.227845841
Canada,6,1.208004,1.208,1,0.203089405,0.119449994,0.212453545,0.216653187
Canada,6,1.208004,1.208,1,0.189358154,0.111748103,0.203795184,0.221779419
Canada,6,1.208004,1.208,1,0.203768249,0.118363483,0.186056099,0.194489664
United Kingdom,6,1.208004,1.208,1,0.158731204,0.113032096,0.159073108,0.215483411
United Kingdom,6,1.208004,1.208,1,0.202632576,0.118453596,0.181499884,0.383291847
United Kingdom,6,1.208004,1.208,1,0.168273892,0.127017661,0.208843887,0.188796279
United Kingdom,6,1.208004,1.208,1,0.226641476,0.126498176,0.208710815,0.228154305
United Kingdom,6,1.208004,1.208,1,0.232722179,0.13352598,0.228955503,0.263331667
United Kingdom,6,1.208004,1.208,1,0.243897466,0.136260694,0.237161483,0.267646188
United Kingdom,6,1.208004,1.208,1,0.247892466,0.144153007,0.225278737,0.263647598
United Kingdom,6,1.208004,1.208,1,0.229812756,0.141750384,0.225617313,0.268625824
United Kingdom,6,1.208004,1.208,1,0.237525915,0.148668595,0.234615674,0.257149205
United Kingdom,6,1.208004,1.208,1,0.247893587,0.146755459,0.221736586,0.258394565
United Kingdom,6,1.208004,1.208,1,0.231771801,0.144133737,0.224999713,0.248405836
United Kingdom,6,1.208004,1.208,1,0.240304855,0.146389335,0.214663909,0.268793658
United Kingdom,6,1.208004,1.208,1,0.254794054,0.149228541,0.219210966,0.255290148
United Kingdom,6,1.208004,1.208,1,0.250289638,0.146180135,0.221347235,0.27064169
United Kingdom,6,1.208004,1.208,1,0.246367567,0.148883523,0.217003348,0.252691102
United Kingdom,6,1.208004,1.208,1,0.229779898,0.147412502,0.215114444,0.244411529
United Kingdom,6,1.208004,1.208,1,0.253647832,0.139884137,0.22635892,0.248103383
United Kingdom,6,1.208004,1.208,1,0.23281166,0.143612604,0.237480362,0.247668671
United Kingdom,6,1.208004,1.208,1,0.224372274,0.135921417,0.219288239,0.245382594
United Kingdom,6,1.208004,1.208,1,0.226514246,0.132217468,0.209352607,0.238096723
United Kingdom,6,1.208004,1.208,1,0.245308691,0.132310774,0.219032119,0.240533722
United Kingdom,6,1.208004,1.208,1,0.200556219,0.122845942,0.193525386,0.22202147
United States,6,1.208004,1.208,1,0.217818944,0.108751492,0.199807075,0.200987522
United States,6,1.208004,1.208,1,0.220089017,0.122786312,0.199474618,0.206717429
United States,6,1.208004,1.208,1,0.186357823,0.127052326,0.196796107,0.188759439
United States,6,1.208004,1.208,1,0.229436578,0.130961143,0.228939049,0.23417382
United States,6,1.208004,1.208,1,0.228697073,0.131591237,0.232084569,0.246543894
United States,6,1.208004,1.208,1,0.239073077,0.130437794,0.23396241,0.252476585
United States,6,1.208004,1.208,1,0.241034518,0.13561657,0.229666196,0.248466313
United States,6,1.208004,1.208,1,0.231295479,0.136741414,0.229023788,0.249828265
United States,6,1.208004,1.208,1,0.253905154,0.137063054,0.222251472,0.25046529
United States,6,1.208004,1.208,1,0.239349153,0.140889532,0.224950956,0.2490313
United States,6,1.208004,1.208,1,0.239395901,0.134541051,0.223618277,0.250137061
United States,6,1.208004,1.208,1,0.240850515,0.14252464,0.2355501,0.250515162
United States,6,1.208004,1.208,1,0.243479628,0.134985651,0.228598364,0.244184894
United States,6,1.208004,1.208,1,0.228366987,0.126995309,0.221583968,0.237973695
United States,6,1.208004,1.208,1,0.231160411,0.124832897,0.220623504,0.246993253
United States,6,1.208004,1.208,1,0.229989571,0.127999643,0.211559743,0.241151088
United States,6,1.208004,1.208,1,0.229942798,0.124344947,0.203230271,0.229878091
United States,6,1.208004,1.208,1,0.228839878,0.126955601,0.220049436,0.23980467
United States,6,1.208004,1.208,1,0.2193456,0.122648199,0.215095105,0.241531195
United States,6,1.208004,1.208,1,0.2194758,0.12677677,0.215790036,0.228992138
United States,6,1.208004,1.208,1,0.232906287,0.119645784,0.220314458,0.22491909
United States,6,1.208004,1.208,1,0.239465733,0.121676781,0.201526916,0.221503607
Australia,7,-0.8762609,-0.8763,1,0.192821614,0.131783655,0.188337762,0.260439413
Australia,7,-0.8762609,-0.8763,1,0.167405371,0.139075416,0.179444248,0.258270323
Australia,7,-0.8762609,-0.8763,1,0.215253001,0.146268982,0.14875863,0.223097036
Australia,7,-0.8762609,-0.8763,1,0.247583891,0.135508304,0.200749464,0.271120587
Australia,7,-0.8762609,-0.8763,1,0.241193043,0.11712091,0.224961184,0.256569513
Australia,7,-0.8762609,-0.8763,1,0.224473644,0.116017856,0.21428373,0.269526336
Australia,7,-1.57222E-09,-0.8763,0,0.213813705,0.121777014,0.192651574,0.214750693
Australia,7,-0.8762609,-0.8763,1,0.199322263,0.125268734,0.183841405,0.180467285
Australia,7,-0.8762609,-0.8763,1,0.173090558,0.127967498,0.194569707,0.224885424
Australia,7,-0.8762609,-0.8763,1,0.183321514,0.132959034,0.187702412,0.233020643
Australia,7,-0.8762609,-0.8763,1,0.19219183,0.119353166,0.193880829,0.212002633
Australia,7,-0.8762609,-0.8763,1,0.232913614,0.118601474,0.17984347,0.172114473
Australia,7,-0.8762609,-0.8763,1,0.203643719,0.126644217,0.177934229,0.249455563
Australia,7,-0.8762609,-0.8763,1,0.193446665,0.119784098,0.190250053,0.217483287
Australia,7,-0.8762609,-0.8763,1,0.181063386,0.127675084,0.179119604,0.199031844
Australia,7,-0.8762609,-0.8763,1,0.196186422,0.120830628,0.195511768,0.204711251
Australia,7,-0.8762609,-0.8763,1,0.211434959,0.126110472,0.19263888,0.199814618
Australia,7,-0.8762609,-0.8763,1,0.197778792,0.110368766,0.168131001,0.210079343
Australia,7,-0.8762609,-0.8763,1,0.204186909,0.114332843,0.179554596,0.190572042
Australia,7,-0.8762609,-0.8763,1,0.199298369,0.112875126,0.176091803,0.195411514
Australia,7,-0.8762609,-0.8763,1,0.181515688,0.109327083,0.177903365,0.201401669
Australia,7,-0.8762609,-0.8763,1,0.190906066,0.126325827,0.182980575,0.206719752
Australia,7,-0.8762609,-0.8763,1,0.166389781,0.112299016,0.173799617,0.233840738
Canada,7,-0.8762609,-0.8763,1,0.230301752,0.128784317,0.185812166,0.218676067
Canada,7,-0.8762609,-0.8763,1,0.213365749,0.138723067,0.223814811,0.24194555
Canada,7,-0.8762609,-0.8763,1,0.217124549,0.150083365,0.215215978,0.252022662
Canada,7,-0.8762609,-0.8763,1,0.225450781,0.138231366,0.204969864,0.227977201
Canada,7,-0.8762609,-0.8763,1,0.209434988,0.13499125,0.200389137,0.236840293
Canada,7,-0.8762609,-0.8763,1,0.192857418,0.110619906,0.182646176,0.185986589
Canada,7,-0.8762609,-0.8763,1,0.21029411,0.117638762,0.188622484,0.198769792
Canada,7,-0.8762609,-0.8763,1,0.182058179,0.112965653,0.186774108,0.211511086
Canada,7,-0.8762609,-0.8763,1,0.217710115,0.117705119,0.193776821,0.218582981
Canada,7,-0.8762609,-0.8763,1,0.182700077,0.107823375,0.169020828,0.180627113
Canada,7,-0.8762609,-0.8763,1,0.190214532,0.111055642,0.184369128,0.222665967
Canada,7,-0.8762609,-0.8763,1,0.195659116,0.119418552,0.195185229,0.215965738
Canada,7,-0.8762609,-0.8763,1,0.204566492,0.120618546,0.175932895,0.213335807
Canada,7,-0.8762609,-0.8763,1,0.210672848,0.118323922,0.203481268,0.225246235
Canada,7,-0.8762609,-0.8763,1,0.179188252,0.115398801,0.163162995,0.200174439
Canada,7,-0.8762609,-0.8763,1,0.197965882,0.10880311,0.180258008,0.212769743
Canada,7,-0.8762609,-0.8763,1,0.196342863,0.106747886,0.168709057,0.197190261
Canada,7,-0.8762609,-0.8763,1,0.175731513,0.111579159,0.173774668,0.210055861
Canada,7,-0.8762609,-0.8763,1,0.166338223,0.099450775,0.181112885,0.205857047
Canada,7,-0.8762609,-0.8763,1,0.211101621,0.113214358,0.184095057,0.192978804
Canada,7,-0.8762609,-0.8763,1,0.196940505,0.104279101,0.163055648,0.204622005
Canada,7,-0.8762609,-0.8763,1,0.196761991,0.1124149,0.179904447,0.213781642
United Kingdom,7,-8.37621E-10,-0.8763,0,0.307205526,0.159681917,0.200891732,0.294926337
United Kingdom,7,-8.37621E-10,-0.8763,0,0.31595262,0.155137951,0.169346784,0.330412946
United Kingdom,7,-8.37621E-10,-0.8763,0,0.246771135,0.166346929,0.185732762,0.285940241
United Kingdom,7,-8.37621E-10,-0.8763,0,0.220252994,0.141590117,0.206138386,0.258842422
United Kingdom,7,-8.37621E-10,-0.8763,0,0.252438762,0.16174307,0.200899946,0.292369793
United Kingdom,7,-8.37621E-10,-0.8763,0,0.252156423,0.15853118,0.197357681,0.27419304
United Kingdom,7,-0.8762609,-0.8763,1,0.241773356,0.158206193,0.217956123,0.251261859
United Kingdom,7,-0.8762609,-0.8763,1,0.246035482,0.148447487,0.192401093,0.25465461
United Kingdom,7,-0.8762609,-0.8763,1,0.243924173,0.156482335,0.22937557,0.265090101
United Kingdom,7,-0.8762609,-0.8763,1,0.233094704,0.148787306,0.20202349,0.270228374
United Kingdom,7,-0.8762609,-0.8763,1,0.223394483,0.133303707,0.184171715,0.23995936
United Kingdom,7,-0.8762609,-0.8763,1,0.20900833,0.141875961,0.207181295,0.236752887
United Kingdom,7,-0.8762609,-0.8763,1,0.228286262,0.147518755,0.208439442,0.254514223
United Kingdom,7,-0.8762609,-0.8763,1,0.217364075,0.12943328,0.200507495,0.257975799
United Kingdom,7,-0.8762609,-0.8763,1,0.204325694,0.135947896,0.190848715,0.247780993
United Kingdom,7,-0.8762609,-0.8763,1,0.198088039,0.139456458,0.206437378,0.245226159
United Kingdom,7,-0.8762609,-0.8763,1,0.221682598,0.137681107,0.17789506,0.255147042
United Kingdom,7,-0.8762609,-0.8763,1,0.202679198,0.138892555,0.193102955,0.240024377
United Kingdom,7,-0.8762609,-0.8763,1,0.215359588,0.134722004,0.180164995,0.248792459
United Kingdom,7,-0.8762609,-0.8763,1,0.199915771,0.13578441,0.197689399,0.24246227
United Kingdom,7,-0.8762609,-0.8763,1,0.2395177,0.128651157,0.195670076,0.247791246
United Kingdom,7,-0.8762609,-0.8763,1,0.214460842,0.121958729,0.176196961,0.227837046
United States,7,2.13817E-09,-0.8763,0,0.173569592,0.127607198,0.175690479,0.185548546
United States,7,2.13817E-09,-0.8763,0,0.165343058,0.142389631,0.181234904,0.181611867
United States,7,2.13817E-09,-0.8763,0,0.21629422,0.144276474,0.189238492,0.219634247
United States,7,2.13817E-09,-0.8763,0,0.215203797,0.141134816,0.206696204,0.241466264
United States,7,2.13817E-09,-0.8763,0,0.216025418,0.142618397,0.213474815,0.247025176
United States,7,2.13817E-09,-0.8763,0,0.221261808,0.134642896,0.210582128,0.238253829
United States,7,2.13817E-09,-0.8763,0,0.220231098,0.133528923,0.21790978,0.23451233
United States,7,2.13817E-09,-0.8763,0,0.201305486,0.129413834,0.197250706,0.228282595
United States,7,2.13817E-09,-0.8763,0,0.203503111,0.136723364,0.20191943,0.23028098
United States,7,2.13817E-09,-0.8763,0,0.212509865,0.134636427,0.203122497,0.221362472
United States,7,-0.8762609,-0.8763,1,0.216795349,0.129225333,0.201911531,0.235789012
United States,7,-0.8762609,-0.8763,1,0.207813017,0.128008015,0.205774576,0.230968696
United States,7,-0.8762609,-0.8763,1,0.210492989,0.121451161,0.186646661,0.222885443
United States,7,-0.8762609,-0.8763,1,0.20293216,0.119885932,0.189513777,0.228868223
United States,7,-0.8762609,-0.8763,1,0.200892324,0.120921123,0.193533086,0.223788363
United States,7,-0.8762609,-0.8763,1,0.208971329,0.116916012,0.189467,0.201445215
United States,7,-0.8762609,-0.8763,1,0.201311259,0.116226352,0.176051733,0.206801972
United States,7,-0.8762609,-0.8763,1,0.188158113,0.110419749,0.181439284,0.212451168
United States,7,-0.8762609,-0.8763,1,0.187848245,0.106557241,0.186750817,0.205978488
United States,7,-0.8762609,-0.8763,1,0.189972923,0.119732778,0.185988439,0.197769074
United States,7,-0.8762609,-0.8763,1,0.178786814,0.105778723,0.185163467,0.204040275
United States,7,-0.8762609,-0.8763,1,0.195187634,0.109600375,0.183516532,0.223304215
