country,code,date,t,y,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24
United Kingdom,GBR,14/4/2020,74,4340,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,15/4/2020,75,5074,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,16/4/2020,76,5303,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,17/4/2020,77,4973,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,18/4/2020,78,4725,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,19/4/2020,79,3863,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,20/4/2020,80,4869,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,21/4/2020,81,4764,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,22/4/2020,82,5493,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,23/4/2020,83,5151,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,24/4/2020,84,4974,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,25/4/2020,85,3769,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,26/4/2020,86,3470,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,27/4/2020,87,4705,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,28/4/2020,88,4723,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,29/4/2020,89,5437,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,30/4/2020,90,4961,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,1/5/2020,91,4733,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,2/5/2020,92,3222,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,3/5/2020,93,2974,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,4/5/2020,94,3379,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,5/5/2020,95,3685,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,6/5/2020,96,3832,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,7/5/2020,97,3767,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,8/5/2020,98,3049,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,9/5/2020,99,2150,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,10/5/2020,100,2321,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,11/5/2020,101,3583,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,12/5/2020,102,3392,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,13/5/2020,103,3298,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,14/5/2020,104,2610,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,15/5/2020,105,2517,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,16/5/2020,106,2065,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,17/5/2020,107,1826,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,18/5/2020,108,2574,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,19/5/2020,109,3046,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,20/5/2020,110,2707,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,21/5/2020,111,2542,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,22/5/2020,112,2033,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,GBR,23/5/2020,113,1507,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
